Câu hỏi,ID,Instruction,Normal Input,Latex Input,Topic,Dạng bài,Data_Source,Answer_type(Text/Number),Synthetic_type,Response,Answer
2_1_34b,171,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}kx(4-x)&x\in[0,4]\\0&x\notin[0,4]\end{cases}$

với $k=\dfrac{3}{32}$. Tính $E(8X^3-2)$.",Biến ngẫu nhiên và các đặc trưng,CĐ02-04,Bank,Number,None,"/buoc1: Viết lại hàm mật độ $f(x)$.
Thay $k = \frac{3}{32}$ vào hàm số:
$$f(x) = \frac{3}{32}x(4-x) = \frac{3}{32}(4x - x^2)$$

/buoc2: Sử dụng tính chất kỳ vọng.
Theo tính chất tuyến tính của kỳ vọng:
$$E(8X^3 - 2) = 8E(X^3) - 2$$

/buoc3: Tính kỳ vọng $E(X^3)$.
$$E(X^3) = \int_{0}^{4} x^3 f(x) dx = \int_{0}^{4} x^3 \cdot \frac{3}{32}(4x - x^2) dx$$
$$= \frac{3}{32} \int_{0}^{4} (4x^4 - x^5) dx$$
Tìm nguyên hàm:
$$= \frac{3}{32} \left[ \frac{4x^5}{5} - \frac{x^6}{6} \right]_{0}^{4}$$
Thay cận $x=4$:
Ta có $4^5 = 1024$ và $4^6 = 4096$.
$$= \frac{3}{32} \left( \frac{4 \cdot 1024}{5} - \frac{4096}{6} \right) = \frac{3}{32} \left( \frac{4096}{5} - \frac{4096}{6} \right)$$
$$= \frac{3}{32} \cdot 4096 \left( \frac{1}{5} - \frac{1}{6} \right) = \frac{3}{32} \cdot 4096 \cdot \frac{1}{30}$$
$$= \frac{1}{32} \cdot 4096 \cdot \frac{1}{10} = 128 \cdot 0.1 = 12.8$$

/buoc4: Tính kết quả cuối cùng.
Thay giá trị $E(X^3) = 12.8$ vào công thức ở /buoc2:
$$E(8X^3 - 2) = 8(12.8) - 2 = 102.4 - 2 = 100.4$$

/ketluan: Vậy $E(8X^3 - 2) = 100.4$
/dapan: $E(8X^3 - 2) = 100.4$",$E(8X^3 - 2) = 100.4$
2_1_35b,172,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}kx(4-x)&x\in[0,4]\\0&x\notin[0,4]\end{cases}$

với $k=\dfrac{3}{32}$. Tính $P(X>\mathrm{Mod}X)$.",Biến ngẫu nhiên và các đặc trưng,CĐ02-03,Bank,Number,None,"/buoc1: Viết lại hàm mật độ $f(x)$.
Thay $k = \frac{3}{32}$ vào hàm số:
$$f(x) = \frac{3}{32}x(4-x) = \frac{3}{32}(4x - x^2)$$

/buoc2: Tìm Mode của $X$ ($ModX$).
$ModX$ là giá trị $x$ tại đó hàm mật độ đạt giá trị lớn nhất.
Đạo hàm của hàm số trên đoạn $[0, 4]$:
$$f'(x) = \frac{3}{32}(4 - 2x)$$
Cho $f'(x) = 0 \Rightarrow 4 - 2x = 0 \Rightarrow x = 2$.
Vì hệ số của $x^2$ là âm, đồ thị là một parabol úp ngược, nên đỉnh tại $x=2$ là điểm cực đại.
Vậy $ModX = 2$.

/buoc3: Tính xác suất $P(X > ModX)$.
Ta cần tính $P(X > 2)$.
$$P(X > 2) = \int_{2}^{4} f(x) dx = \int_{2}^{4} \frac{3}{32}(4x - x^2) dx$$

/buoc4: Tính tích phân.
$$= \frac{3}{32} \left[ 2x^2 - \frac{x^3}{3} \right]_{2}^{4}$$
Thay cận:
- Tại $x=4$: $2(16) - \frac{64}{3} = \frac{32}{3}$.
- Tại $x=2$: $2(4) - \frac{8}{3} = 8 - \frac{8}{3} = \frac{16}{3}$.
Giá trị tích phân xác định:
$$= \frac{3}{32} \left( \frac{32}{3} - \frac{16}{3} \right) = \frac{3}{32} \cdot \frac{16}{3} = \frac{48}{96} = 0.5$$

/ketluan: Vậy $P(X > ModX) = 0.5$
/dapan: $P(X > ModX) = 0.5$",$P(X > ModX) = 0.5$
2_1_36b,173,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}kx(4-x)&x\in[0,4]\\0&x\notin[0,4]\end{cases}$

với $k=\dfrac{3}{32}$. Tính $D(7X^5-8)$.",Biến ngẫu nhiên và các đặc trưng,CĐ02-04,Bank,Number,None,"/buoc1: Sử dụng công thức phương sai.
Theo tính chất $D(aY + b) = a^2 D(Y)$, ta có:
$$D(7X^5 - 8) = 7^2 \cdot D(X^5) = 49 \left[ E(X^{10}) - (E(X^5))^2 \right]$$
Khai triển để dễ tính toán:
$$D(7X^5 - 8) = 49 \cdot E(X^{10}) - 49 \cdot (E(X^5))^2 = 49 \cdot E(X^{10}) - [7 \cdot E(X^5)]^2$$
*(Ta sẽ tính từng cụm dưới dạng phân số tối giản)*.

/buoc2: Tính kỳ vọng $E(X^5)$.
$$E(X^5) = \int_{0}^{4} x^5 \cdot \frac{3}{32}(4x - x^2) dx = \frac{3}{32} \int_{0}^{4} (4x^6 - x^7) dx$$
$$= \frac{3}{32} \left[ \frac{4x^7}{7} - \frac{x^8}{8} \right]_{0}^{4}$$
Thay cận $x=4$ và rút $x^7$ ra làm nhân tử chung để rút gọn:
$$= \frac{3}{32} \cdot 4^7 \left( \frac{4}{7} - \frac{4}{8} \right) = \frac{3}{32} \cdot 16384 \cdot \left( \frac{1}{14} \right)$$
$$= 3 \cdot 512 \cdot \frac{1}{14} = \frac{1536}{14} = \frac{768}{7}$$
Vậy cụm sau của công thức phương sai là:
$$[7 \cdot E(X^5)]^2 = \left( 7 \cdot \frac{768}{7} \right)^2 = 768^2 = 589824$$

/buoc3: Tính kỳ vọng $E(X^{10})$.
$$E(X^{10}) = \frac{3}{32} \int_{0}^{4} x^{10}(4x - x^2) dx = \frac{3}{32} \int_{0}^{4} (4x^{11} - x^{12}) dx$$
$$= \frac{3}{32} \left[ \frac{4x^{12}}{12} - \frac{x^{13}}{13} \right]_{0}^{4} = \frac{3}{32} \left[ \frac{x^{12}}{3} - \frac{x^{13}}{13} \right]_{0}^{4}$$
Thay cận $x=4$ và rút $x^{12}$ ra làm nhân tử chung:
$$= \frac{3}{32} \cdot 4^{12} \left( \frac{1}{3} - \frac{4}{13} \right) = \frac{3}{32} \cdot 16777216 \cdot \left( \frac{13 - 12}{39} \right)$$
$$= \frac{3}{32} \cdot 16777216 \cdot \frac{1}{39} = \frac{1}{32} \cdot 16777216 \cdot \frac{1}{13}$$
$$= \frac{524288}{13}$$

/buoc4: Tính kết quả cuối cùng.
Thay các giá trị phân số vào công thức ở /buoc1:
$$D(7X^5 - 8) = 49 \cdot \frac{524288}{13} - 589824$$
$$= \frac{25690112}{13} - 589824$$
Quy đồng mẫu số chung là 13 ($589824 \times 13 = 7667712$):
$$= \frac{25690112 - 7667712}{13} = \frac{18022400}{13}$$

/ketluan: Vậy $D(7X^5 - 8) = \frac{18022400}{13}$
/dapan: $D(7X^5 - 8) = \frac{18022400}{13}$",$D(7X^5 - 8) = \frac{18022400}{13}$
2_1_37a,174,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}k x^2(5+x)&x\in[-5,0]\\0&x\notin[-5,0]\end{cases}$

Tìm $k$ để $f(x)$ là hàm mật độ.",Biến ngẫu nhiên và các đặc trưng,CĐ02-01,Bank,Number,None,"/buoc1: Xác định điều kiện của hàm mật độ.
Để $f(x)$ là hàm mật độ, ta cần thỏa mãn hai điều kiện:
1. $f(x) \geq 0$ với mọi $x$.
2. Tích phân trên toàn miền xác định bằng 1:
$$\int_{-\infty}^{+\infty} f(x)dx = 1$$

/buoc2: Xét điều kiện không âm.
Với $x \in [-5, 0]$, ta có $x^2 \geq 0$ và $5 + x \geq 0$ (do $x \geq -5$).
Suy ra biểu thức $x^2(5+x) \geq 0$.
Để $f(x) = kx^2(5+x) \geq 0$ thì hệ số $k$ phải thỏa mãn:
$$k \geq 0$$

/buoc3: Sử dụng điều kiện tích phân bằng 1.
Ta có phương trình:
$$\int_{-5}^{0} kx^2(5+x)dx = 1$$
$$k \int_{-5}^{0} (5x^2 + x^3)dx = 1$$
Tính tích phân:
$$\int_{-5}^{0} (5x^2 + x^3)dx = \left[ \frac{5x^3}{3} + \frac{x^4}{4} \right]_{-5}^{0}$$
Thay cận vào:
- Tại $x=0$: $0$.
- Tại $x=-5$: $\frac{5(-125)}{3} + \frac{625}{4} = -\frac{625}{3} + \frac{625}{4} = 625 \left( \frac{1}{4} - \frac{1}{3} \right) = 625 \left( -\frac{1}{12} \right) = -\frac{625}{12}$.
Giá trị tích phân:
$$0 - \left( -\frac{625}{12} \right) = \frac{625}{12}$$
Thay vào phương trình đầu:
$$k \cdot \frac{625}{12} = 1 \Rightarrow k = \frac{12}{625}$$
Giá trị $k = \frac{12}{625}$ thỏa mãn điều kiện $k \geq 0$.

/ketluan: Vậy $k = \frac{12}{625}$
/dapan: $k = \frac{12}{625}$",$k = \frac{12}{625}$
2_1_37b,175,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}k x^2(5+x)&x\in[-5,0]\\0&x\notin[-5,0]\end{cases}$

với $k=\dfrac{12}{625}$. Tính $E(X)$ và $P(-6<X<-3)$.",Biến ngẫu nhiên và các đặc trưng,CĐ02-04,Bank,Number,None,"/buoc1: Viết lại hàm mật độ $f(x)$.
Thay $k = \frac{12}{625}$ vào hàm số:
$$f(x) = \frac{12}{625}x^2(5+x) = \frac{12}{625}(5x^2 + x^3)$$

/buoc2: Tính kỳ vọng $EX$.
$$EX = \int_{-5}^{0} x f(x) dx = \frac{12}{625} \int_{-5}^{0} x(5x^2 + x^3) dx$$
$$= \frac{12}{625} \int_{-5}^{0} (5x^3 + x^4) dx$$
Tìm nguyên hàm:
$$= \frac{12}{625} \left[ \frac{5x^4}{4} + \frac{x^5}{5} \right]_{-5}^{0}$$
Thay cận:
- Tại $x=0$: $0$.
- Tại $x=-5$:
$$\frac{5(-5)^4}{4} + \frac{(-5)^5}{5} = \frac{3125}{4} - \frac{3125}{5} = 3125 \left( \frac{1}{4} - \frac{1}{5} \right) = \frac{3125}{20} = \frac{625}{4}$$
Giá trị tích phân xác định:
$$EX = \frac{12}{625} \left( 0 - \frac{625}{4} \right) = \frac{12}{625} \cdot \left( -\frac{625}{4} \right) = -\frac{12}{4} = -3$$

/buoc3: Tính xác suất $P(-6 < X < -3)$.
$$P(-6 < X < -3) = \int_{-6}^{-3} f(x) dx$$
Tách miền tích phân dựa trên miền xác định $[-5, 0]$ của hàm số:
$$= \int_{-6}^{-5} f(x) dx + \int_{-5}^{-3} f(x) dx$$
Do $f(x) = 0$ khi $x < -5$, tích phân đầu tiên bằng 0.
$$P(-6 < X < -3) = \int_{-5}^{-3} \frac{12}{625}(5x^2 + x^3) dx$$
$$= \frac{12}{625} \left[ \frac{5x^3}{3} + \frac{x^4}{4} \right]_{-5}^{-3}$$
Tính giá trị tại các cận:
- Tại cận dưới $x=-5$: Đã tính ở câu a là $-\frac{625}{12}$.
- Tại cận trên $x=-3$:
$$\frac{5(-27)}{3} + \frac{81}{4} = -45 + 20.25 = -24.75 = -\frac{99}{4}$$
Giá trị tích phân:
$$= \frac{12}{625} \left( -\frac{99}{4} - \left( -\frac{625}{12} \right) \right) = \frac{12}{625} \left( -\frac{297}{12} + \frac{625}{12} \right)$$
$$= \frac{12}{625} \cdot \frac{328}{12} = \frac{328}{625}$$

/ketluan: Vậy $EX = -3$ và $P(-6 < X < -3) = \frac{328}{625} $
/dapan: $EX = -3$ và $P(-6 < X < -3) = \frac{328}{625} $",$EX = -3$ và $P(-6 < X < -3) = \frac{328}{625} $
2_1_38b,176,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}k x^2(5+x)&x\in[-5,0]\\0&x\notin[-5,0]\end{cases}$

với $k=\dfrac{12}{625}$. Tính $E(X)$ và $P(-4<X<2)$.",Biến ngẫu nhiên và các đặc trưng,CĐ02-04,Bank,Number,None,"/buoc1: Viết lại hàm mật độ $f(x)$.
Thay $k = \frac{12}{625}$ vào hàm số:
$$f(x) = \frac{12}{625}x^2(5+x) = \frac{12}{625}(5x^2 + x^3)$$

/buoc2: Tính kỳ vọng $EX$.
$$EX = \int_{-5}^{0} x f(x) dx = \frac{12}{625} \int_{-5}^{0} x(5x^2 + x^3) dx$$
$$= \frac{12}{625} \int_{-5}^{0} (5x^3 + x^4) dx$$
Tìm nguyên hàm:
$$= \frac{12}{625} \left[ \frac{5x^4}{4} + \frac{x^5}{5} \right]_{-5}^{0}$$
Thay cận:
- Tại $x=0$: $0$.
- Tại $x=-5$:
$$\frac{5(-5)^4}{4} + \frac{(-5)^5}{5} = \frac{3125}{4} - \frac{3125}{5} = 3125 \left( \frac{1}{4} - \frac{1}{5} \right) = \frac{3125}{20} = \frac{625}{4}$$
Giá trị tích phân xác định:
$$EX = \frac{12}{625} \left( 0 - \frac{625}{4} \right) = \frac{12}{625} \cdot \left( -\frac{625}{4} \right) = -3$$

/buoc3: Tính xác suất $P(-4 < X < 2)$.
$$P(-4 < X < 2) = \int_{-4}^{2} f(x) dx$$
Tách miền tích phân dựa trên miền xác định $[-5, 0]$ của hàm số:
$$= \int_{-4}^{0} f(x) dx + \int_{0}^{2} f(x) dx$$
Do $f(x) = 0$ khi $x > 0$, phần tích phân từ 0 đến 2 bằng 0.
$$P(-4 < X < 2) = \int_{-4}^{0} \frac{12}{625}(5x^2 + x^3) dx$$
$$= \frac{12}{625} \left[ \frac{5x^3}{3} + \frac{x^4}{4} \right]_{-4}^{0}$$
Thay cận:
- Tại $x=0$: $0$.
- Tại $x=-4$:
$$\frac{5(-4)^3}{3} + \frac{(-4)^4}{4} = \frac{5(-64)}{3} + \frac{256}{4} = -\frac{320}{3} + 64$$
$$= \frac{-320 + 192}{3} = -\frac{128}{3}$$
Giá trị tích phân xác định:
$$= \frac{12}{625} \left( 0 - \left( -\frac{128}{3} \right) \right) = \frac{12}{625} \cdot \frac{128}{3}$$
$$= \frac{4 \cdot 128}{625} = \frac{512}{625} = 0.8192$$

/ketluan: Vậy $EX = -3$ và $P(-4 < X < 2) = 0.8192$
/dapan: $EX = -3$ và $P(-4 < X < 2) = 0.8192$",$EX = -3$ và $P(-4 < X < 2) = 0.8192$
2_1_39b,177,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}k x^2(5+x)&x\in[-5,0]\\0&x\notin[-5,0]\end{cases}$

với $k=\dfrac{12}{625}$. Tính $E(7 + X^4)$",Biến ngẫu nhiên và các đặc trưng,CĐ02-04,Bank,Number,None,"/buoc1: Viết lại hàm mật độ $f(x)$.
Thay $k = \frac{12}{625}$ vào hàm số:
$$f(x) = \frac{12}{625}x^2(5+x) = \frac{12}{625}(5x^2 + x^3)$$

/buoc2: Sử dụng tính chất kỳ vọng.
Theo tính chất tuyến tính của kỳ vọng:
$$E(7 + X^4) = 7 + E(X^4)$$

/buoc3: Tính kỳ vọng $E(X^4)$.
$$E(X^4) = \int_{-5}^{0} x^4 f(x) dx = \frac{12}{625} \int_{-5}^{0} x^4(5x^2 + x^3) dx$$
$$= \frac{12}{625} \int_{-5}^{0} (5x^6 + x^7) dx$$
Tìm nguyên hàm:
$$= \frac{12}{625} \left[ \frac{5x^7}{7} + \frac{x^8}{8} \right]_{-5}^{0}$$
Thay cận:
- Tại $x=0$: $0$.
- Tại $x=-5$:
$$\frac{5(-5)^7}{7} + \frac{(-5)^8}{8} = -\frac{5^8}{7} + \frac{5^8}{8} = 5^8 \left( \frac{1}{8} - \frac{1}{7} \right) = 5^8 \left( -\frac{1}{56} \right)$$
Giá trị tích phân xác định (Cận trên - Cận dưới):
$$0 - \left( -\frac{5^8}{56} \right) = \frac{5^8}{56}$$
Tính giá trị $E(X^4)$ (lưu ý $625 = 5^4$):
$$E(X^4) = \frac{12}{5^4} \cdot \frac{5^8}{56} = \frac{12 \cdot 5^4}{56} = \frac{12 \cdot 625}{56}$$
Rút gọn phân số ($\frac{12}{56} = \frac{3}{14}$):
$$E(X^4) = \frac{3 \cdot 625}{14} = \frac{1875}{14}$$

/buoc4: Tính kết quả cuối cùng.
$$E(7 + X^4) = 7 + \frac{1875}{14} = \frac{98 + 1875}{14} = \frac{1973}{14} = 140.9$$

/ketluan: Vậy $E(7 + X^4) = 140.9$
/dapan: $E(7 + X^4) = 140.9$",$E(7 + X^4) = 140.9$
2_1_40b,178,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:

$f(x)=\begin{cases}k x^2(5+x)&x\in[-5,0]\\0&x\notin[-5,0]\end{cases}$

với $k=\dfrac{12}{625}$. Tính $D(X^2+4)$",Biến ngẫu nhiên và các đặc trưng,CĐ02-04,Bank,Number,None,"/buoc1: Sử dụng tính chất của phương sai.
Theo tính chất $D(aY + b) = a^2D(Y)$ (với $a=1, b=4, Y=X^2$), ta có:
$$D(X^2 + 4) = 1^2 \cdot D(X^2) = D(X^2)$$
Công thức tính phương sai của $X^2$:
$$D(X^2) = E((X^2)^2) - [E(X^2)]^2 = E(X^4) - [E(X^2)]^2$$

/buoc2: Tính kỳ vọng $E(X^2)$.
$$E(X^2) = \int_{-5}^{0} x^2 f(x) dx = \frac{12}{625} \int_{-5}^{0} x^2(5x^2 + x^3) dx$$
$$= \frac{12}{625} \int_{-5}^{0} (5x^4 + x^5) dx$$
Tìm nguyên hàm:
$$= \frac{12}{625} \left[ x^5 + \frac{x^6}{6} \right]_{-5}^{0}$$
Thay cận:
- Tại $x=0$: $0$.
- Tại $x=-5$:
$$(-5)^5 + \frac{(-5)^6}{6} = -3125 + \frac{15625}{6} = 3125 \left( -1 + \frac{5}{6} \right) = 3125 \left( -\frac{1}{6} \right)$$
Giá trị tích phân xác định:
$$= \frac{12}{625} \left( 0 - \left( -\frac{3125}{6} \right) \right) = \frac{12}{625} \cdot \frac{3125}{6}$$
$$= \frac{12}{6} \cdot \frac{3125}{625} = 2 \cdot 5 = 10$$

/buoc3: Tính kỳ vọng $E(X^4)$.
$$E(X^4) = \int_{-5}^{0} x^4 f(x) dx = \frac{12}{625} \int_{-5}^{0} (5x^6 + x^7) dx$$
Tìm nguyên hàm:
$$= \frac{12}{625} \left[ \frac{5x^7}{7} + \frac{x^8}{8} \right]_{-5}^{0}$$
Thay cận:
- Tại $x=0$: $0$.
- Tại $x=-5$:
$$\frac{5(-5)^7}{7} + \frac{(-5)^8}{8} = -\frac{5^8}{7} + \frac{5^8}{8} = 5^8 \left( \frac{1}{8} - \frac{1}{7} \right) = -\frac{5^8}{56}$$
Giá trị tích phân:
$$= \frac{12}{625} \left( \frac{5^8}{56} \right) = \frac{12}{5^4} \cdot \frac{5^8}{56} = \frac{12 \cdot 5^4}{56} = \frac{12 \cdot 625}{56} = \frac{1875}{14}$$

/buoc4: Tính kết quả cuối cùng.
Thay vào công thức phương sai ở /buoc1:
$$D(X^2 + 4) = E(X^4) - [E(X^2)]^2$$
$$= \frac{1875}{14} - 10^2 = \frac{1875}{14} - 100$$
$$= \frac{1875 - 1400}{14} = \frac{475}{14}= 33.9$$

/ketluan: Vậy $D(X^2 + 4) = 33.9$
/dapan: $D(X^2 + 4) = 33.9$",$D(X^2 + 4) = 33.9$
2_1_41b,179,Hãy giúp tôi giải bài sau:,,"Cho biến ngẫu nhiên $X$ có hàm mật độ:
$f(x)=\begin{cases}
\dfrac{12}{625}x^2(5+x), & x\in[-5;0],\\
0, & x\notin[-5;0].
\end{cases}$

Tính $D(X^2+4)$.",Biến ngẫu nhiên và các đặc trưng,CĐ02-04,Bank,Number,None,"/buoc1: Tìm $ModX$ (Mode).
$ModX$ là giá trị $x$ tại đó hàm mật độ $f(x)$ đạt cực đại.
Xét hàm số $f(x) = \frac{12}{625}(5x^2 + x^3)$ trên đoạn $[-5, 0]$.
Đạo hàm:
$$f'(x) = \frac{12}{625}(10x + 3x^2) = \frac{12}{625} \cdot x(10 + 3x)$$
Cho $f'(x) = 0 \Rightarrow x = 0$ hoặc $x = -\frac{10}{3}$.
Lập bảng biến thiên hoặc xét dấu:
- Tại $x = -\frac{10}{3} \approx -3.33$, $f'(x)$ đổi dấu từ dương sang âm, nên hàm số đạt cực đại.
Vậy $ModX = -\frac{10}{3}$.

/buoc2: Tính xác suất $P(X < ModX)$.
Ta cần tính $P\left(X < -\frac{10}{3}\right)$.
$$P\left(X < -\frac{10}{3}\right) = \int_{-5}^{-\frac{10}{3}} f(x) dx = \frac{12}{625} \int_{-5}^{-\frac{10}{3}} (5x^2 + x^3) dx$$
Nguyên hàm là:
$$F(x) = \frac{12}{625} \left[ \frac{5x^3}{3} + \frac{x^4}{4} \right]$$

/buoc3: Tính giá trị tại các cận (giữ phân số).
* **Tại cận trên $x = -\frac{10}{3}$**:
    $$x^3 = -\frac{1000}{27}, \quad x^4 = \frac{10000}{81}$$
    Biểu thức trong ngoặc vuông:
    $$\frac{5}{3}\left(-\frac{1000}{27}\right) + \frac{1}{4}\left(\frac{10000}{81}\right) = -\frac{5000}{81} + \frac{2500}{81} = -\frac{2500}{81}$$
    Giá trị tích phân tại cận trên:
    $$F\left(-\frac{10}{3}\right) = \frac{12}{625} \cdot \left( -\frac{2500}{81} \right) = \frac{12}{1} \cdot \left( -\frac{4}{81} \right) = -\frac{48}{81} = -\frac{16}{27}$$

* **Tại cận dưới $x = -5$**:
    Như đã tính ở câu a, giá trị tích phân từ $-\infty$ đến 0 bằng 1, và giá trị nguyên hàm tại $-5$ sẽ làm cho tích phân từ $-5$ đến 0 bằng 1.
    Cụ thể:
    $$\frac{5(-5)^3}{3} + \frac{(-5)^4}{4} = -\frac{625}{12}$$
    Giá trị tích phân tại cận dưới:
    $$F(-5) = \frac{12}{625} \cdot \left( -\frac{625}{12} \right) = -1$$

/buoc4: Tính kết quả cuối cùng.
$$P\left(X < -\frac{10}{3}\right) = F\left(-\frac{10}{3}\right) - F(-5)$$
$$= -\frac{16}{27} - (-1) = 1 - \frac{16}{27} = \frac{11}{27}= 0.407$$

/ketluan: Vậy $P(X < ModX) =  0.407$
/dapan: $P(X < ModX) =  0.407$",$P(X < ModX) =  0.407$
2_1_42a,180,Hãy giúp tôi giải bài sau:,,"Cho hàm mật độ của biến ngẫu nhiên $X$:
$f(x)=\begin{cases}
k(2x-2)(3-x), & x\in[1;3],\\
0, & x\notin[1;3].
\end{cases}$

Tìm $k$ để $f(x)$ là hàm mật độ.",Biến ngẫu nhiên và các đặc trưng,CĐ02-01,Bank,Number,None,"/buoc1: Xác định điều kiện của hàm mật độ.
Để $f(x)$ là hàm mật độ, ta cần thỏa mãn hai điều kiện:
1. $f(x) \geq 0$ với mọi $x$.
2. Tích phân trên toàn miền xác định bằng 1:
$$\int_{-\infty}^{+\infty} f(x)dx = 1$$

/buoc2: Xét điều kiện không âm.
Với $x \in [1, 3]$, ta có $2x - 2 = 2(x-1) \geq 0$ và $3 - x \geq 0$.
Suy ra biểu thức $(2x - 2)(3 - x) \geq 0$.
Để $f(x) \geq 0$ thì hệ số $k$ phải thỏa mãn $k \geq 0$.

/buoc3: Sử dụng điều kiện tích phân bằng 1.
Ta có phương trình:
$$\int_{1}^{3} k(2x - 2)(3 - x)dx = 1$$
Biến đổi biểu thức dưới dấu tích phân:
$$(2x - 2)(3 - x) = 6x - 2x^2 - 6 + 2x = -2x^2 + 8x - 6$$
Thay vào phương trình:
$$k \int_{1}^{3} (-2x^2 + 8x - 6)dx = 1$$
Tìm nguyên hàm:
$$k \left[ -\frac{2x^3}{3} + 4x^2 - 6x \right]_{1}^{3} = 1$$
Tính giá trị tại các cận:
- Tại $x=3$: $-\frac{2(27)}{3} + 4(9) - 6(3) = -18 + 36 - 18 = 0$.
- Tại $x=1$: $-\frac{2}{3} + 4 - 6 = -\frac{2}{3} - 2 = -\frac{8}{3}$.
Giá trị tích phân:
$$k \left( 0 - \left( -\frac{8}{3} \right) \right) = 1 \Rightarrow k \cdot \frac{8}{3} = 1 \Rightarrow k = \frac{3}{8}$$

/ketluan: Vậy $k = \frac{3}{8}$
/dapan: $k = \frac{3}{8}$",$k = \frac{3}{8}$
2_1_42b,181,Hãy giúp tôi giải bài sau:,,"Cho biến ngẫu nhiên $X$ có hàm mật độ:
$f(x)=\begin{cases}
\dfrac{3}{8}(2x-2)(3-x), & x\in[1;3],\\
0, & x\notin[1;3].
\end{cases}$

Tính $E(X)$ và $P(0<X<2)$.",Biến ngẫu nhiên và các đặc trưng,CĐ02-03,Bank,Number,None,"/buoc1: Viết lại hàm mật độ $f(x)$.
Thay $k = \frac{3}{8}$ vào hàm số:
$$f(x) = \frac{3}{8}(-2x^2 + 8x - 6)$$

/buoc2: Tính kỳ vọng $EX$.
$$EX = \int_{1}^{3} x f(x) dx = \frac{3}{8} \int_{1}^{3} x(-2x^2 + 8x - 6) dx$$
$$= \frac{3}{8} \int_{1}^{3} (-2x^3 + 8x^2 - 6x) dx$$
Tìm nguyên hàm:
$$= \frac{3}{8} \left[ -\frac{x^4}{2} + \frac{8x^3}{3} - 3x^2 \right]_{1}^{3}$$
Thay cận:
- Tại $x=3$: $-\frac{81}{2} + 72 - 27 = 4.5$.
- Tại $x=1$: $-\frac{1}{2} + \frac{8}{3} - 3 = -\frac{5}{6}$.
- Tích phân: $4.5 - (-\frac{5}{6}) = \frac{9}{2} + \frac{5}{6} = \frac{32}{6} = \frac{16}{3}$.
- $EX = \frac{3}{8} \cdot \frac{16}{3} = 2$.

/buoc3: Tính xác suất $P(0 < X < 2)$.
$$P(0 < X < 2) = \int_{0}^{2} f(x) dx$$
Tách miền tích phân dựa trên miền xác định $[1, 3]$:
$$= \int_{0}^{1} f(x) dx + \int_{1}^{2} f(x) dx$$
Do $f(x) = 0$ khi $x < 1$, nên tích phân đầu tiên bằng 0.
$$P(0 < X < 2) = \int_{1}^{2} \frac{3}{8}(-2x^2 + 8x - 6) dx$$
$$= \frac{3}{8} \left[ -\frac{2x^3}{3} + 4x^2 - 6x \right]_{1}^{2}$$
Thay cận:
- Tại $x=2$: $-\frac{16}{3} + 16 - 12 = 4 - \frac{16}{3} = -\frac{4}{3}$.
- Tại $x=1$ (đã tính ở câu a): $-\frac{8}{3}$.
Giá trị tích phân xác định:
$$= \frac{3}{8} \left( -\frac{4}{3} - \left( -\frac{8}{3} \right) \right) = \frac{3}{8} \cdot \frac{4}{3} = \frac{12}{24} = \frac{1}{2} = 0.5$$

/ketluan: Vậy $EX = 2$ và $P(0 < X < 2) = 0.5$
/dapan: $EX = 2$ và $P(0 < X < 2) = 0.5$",$EX = 2$ và $P(0 < X < 2) = 0.5$
